Gene,ID
9630013d21rik,100287
9930012k11rik,100288
9930014a18rik,100289
a,100290
a130010j15rik,100291
a130030d18rik,100292
a230009b12rik,100293
a230083g16rik,100294
a230087f16rik,100295
a330001l22rik,100296
a330074k22rik,100297
a330076c08rik,100298
a430005l14rik,100299
a430057m04rik,100300
a430060f13rik,100301
a430078g23rik,100302
a430090l17rik,100303
a430105i19rik,100304
a530001n23rik,100305
a530016l24rik,100306
a530095i07rik,100307
a630091e08rik,100308
a730006g06rik,100309
a730013g03rik,100310
a730035i17rik,100311
a730049n16rik,100312
a730060n03rik,100313
a930001c03rik,100314
a930004d18rik,100315
a930005g22rik,100316
a930011g23rik,100317
a930016o22rik,100318
a930018p22rik,100319
a930033c23rik,100320
a930033h14rik,100321
aa387200,100322
aa414768,100323
aacs,100324
aaed1,100325
aar2,100326
aars,100327
aars2,100328
aarsd1,100329
aatf,100330
aatk,100331
abca1,100332
abca13,100333
abca4,100334
abca7,100335
abcb10,100336
abcb6,100337
abcb7,100338
abcb8,100339
abcb9,100340
abcc3,100341
abcc4,100342
abcc6,100343
abcc8,100344
abcc9,100345
abcd1,100346
abcf2,100347
abcg4,100348
abcg5,100349
abcg8,100350
abhd11,100351
abhd15,100352
abhd4,100353
abhd6,100354
abi3,100355
abl1,100356
ablim1,100357
ablim2,100358
ablim3,100359
abr,100360
abracl,100361
abraxas1,100362
abraxas2,100363
abt1,100364
abtb1,100365
acaa2,100366
acaca,100367
acacb,100368
acad10,100369
acad11,100370
acad12,100371
acad9,100372
acads,100373
acap1,100374
acap2,100375
acap3,100376
accs,100377
accsl,100378
acd,100379
ace,100380
acer2,100381
acer3,100382
acin1,100383
ackr2,100384
ackr3,100385
ackr4,100386
acly,100387
acot11,100388
acot12,100389
acot3,100390
acot4,100391
acot5,100392
acot7,100393
acot9,100394
acoxl,100395
acp2,100396
acp5,100397
acp6,100398
acsf3,100399
acsl1,100400
acsl4,100401
acsm2,100402
acss2,100403
acta1,100404
actc1,100405
actg2,100406
actn1,100407
actn4,100408
actr10,100409
actr1a,100410
actr1b,100411
actrt2,100412
actrt3,100413
acvr2b,100414
acvrl1,100415
acy3,100416
acyp1,100417
ada,100418
adam11,100419
adam15,100420
adam23,100421
adam32,100422
adam33,100423
adam9,100424
adamts14,100425
adamts16,100426
adamts17,100427
adamts2,100428
adamts3,100429
adamts6,100430
adamts8,100431
adamtsl2,100432
adamtsl3,100433
adamtsl4,100434
adamtsl5,100435
adarb2,100436
adat2,100437
adck1,100438
adcy2,100439
adcy3,100440
adcy4,100441
adcy5,100442
adcy6,100443
adcy7,100444
adcy9,100445
add1,100446
add2,100447
add3,100448
adgra2,100449
adgra3,100450
adgrb1,100451
adgrb2,100452
adgrb3,100453
adgrd1,100454
adgre5,100455
adgrf5,100456
adgrg1,100457
adgrg2,100458
adgrg3,100459
adgrg6,100460
adgrl1,100461
adgrl2,100462
adipor1,100463
adk,100464
adm,100465
ado,100466
adora2a,100467
adprh,100468
adprhl1,100469
adra2a,100470
adrb1,100471
adsl,100472
adssl1,100473
aebp1,100474
aes,100475
afap1,100476
afap1l1,100477
afap1l2,100478
aff2,100479
afg1l,100480
afmid,100481
agap1,100482
agap2,100483
agap3,100484
agbl2,100485
agbl5,100486
agmat,100487
ago1,100488
ago2,100489
ago4,100490
agr2,100491
agrn,100492
agtpbp1,100493
agtrap,100494
agxt,100495
ahcy,100496
ahdc1,100497
ahnak,100498
ahnak2,100499
ai429214,100500
ai463170,100501
ai467606,100502
ai661453,100503
ai839979,100504
aicda,100505
aif1l,100506
aifm2,100507
aig1,100508
aipl1,100509
airn,100510
ajap1,100511
ajm1,100512
ajuba,100513
ak015956,100514
ak019737,100515
ak039686,100516
ak040737,100517
ak043032,100518
ak085995,100519
ak1,100520
ak165889,100521
ak166773,100522
ak168184,100523
ak5,100524
ak7,100525
ak8,100526
akain1,100527
akap1,100528
akap11,100529
akap12,100530
akap13,100531
akap2,100532
akap5,100533
akap6,100534
akap7,100535
akip1,100536
akna,100537
aknad1,100538
akp3,100539
akr1b10,100540
akr1b3-2,100541
akr1b7,100542
akr1b8,100543
akr1c12,100544
akr1c14,100545
akr1cl,100546
akr1d1,100547
akr1e1,100548
akr7a5,100549
akt1,100550
akt2,100551
aktip,100552
alad,100553
aldh16a1,100554
aldh1a2,100555
aldh1l1,100556
aldh1l2,100557
aldh2,100558
aldh3a1,100559
aldh3b1,100560
aldh3b2,100561
aldh4a1,100562
aldh7a1,100563
aldoa,100564
aldoart2,100565
alg13,100566
alg2,100567
alg8,100568
alk,100569
alkbh3,100570
alkbh5,100571
alox12b,100572
alox15,100573
alox5ap,100574
alox8,100575
alpl,100576
alppl2,100577
als2cl,100578
altre,100579
alx3,100580
amdhd1,100581
amdhd2,100582
amer1,100583
amer2,100584
amer3,100585
amigo1,100586
amigo3,100587
ammecr1,100588
amn,100589
amot,100590
amotl1,100591
amotl2,100592
ampd2,100593
ampd3,100594
amph,100595
amz2,100596
anapc1,100597
anapc13,100598
anapc15,100599
anapc5,100600
anapc7,100601
angpt2,100602
angptl2,100603
angptl6,100604
angptl7,100605
angptl8,100606
ank,100607
ank1,100608
ank2,100609
ank3,100610
ankhd1,100611
ankle1,100612
ankmy1,100613
ankra2,100614
ankrd1,100615
ankrd12,100616
ankrd13b,100617
ankrd13d,100618
ankrd23,100619
ankrd24,100620
ankrd27,100621
ankrd29,100622
ankrd34a,100623
ankrd39,100624
ankrd44,100625
ankrd50,100626
ankrd52,100627
ankrd53,100628
ankrd6,100629
ankrd60,100630
ankrd63,100631
ankrd66,100632
ankrd9,100633
anks1,100634
anks1b,100635
anks6,100636
ano1,100637
ano10,100638
ano2,100639
anp32a,100640
anp32b,100641
anpep,100642
antxr2,100643
anxa11,100644
anxa2,100645
anxa3,100646
anxa4,100647
anxa5,100648
anxa6,100649
anxa8,100650
anxa9,100651
aoc3,100652
ap1b1,100653
ap1g2,100654
ap1m1,100655
ap1s2,100656
ap1s3,100657
ap3b1,100658
ap3b2,100659
ap3s2,100660
ap4s1,100661
ap5b1,100662
ap5s1,100663
ap5z1,100664
apaf1,100665
apba1,100666
apba2,100667
apba3,100668
apbb1,100669
apbb2,100670
apc2,100671
apcdd1,100672
apeh,100673
apex2,100674
aph1b,100675
api5,100676
apip,100677
aplf,100678
apln,100679
aplp1,100680
apoa2,100681
apoa4,100682
apoa5,100683
apob,100684
apobec1,100685
apobec2,100686
apobec3,100687
apobr,100688
apoc1,100689
apoc2,100690
apoc4,100691
apod,100692
apoe,100693
apof,100694
apol11a,100695
apol7c,100696
apol8,100697
apol9b,100698
apom,100699
apon,100700
apoo,100701
aprt,100702
aqp2,100703
aqp4,100704
aqp5,100705
aqp6,100706
aqr,100707
ar,100708
araf,100709
arap1,100710
arap3,100711
arel1,100712
arf1,100713
arf2,100714
arf3,100715
arf5,100716
arf6,100717
arfgap2,100718
arfgap3,100719
arfgef2,100720
arfgef3,100721
arfip1,100722
arfip2,100723
arhgap1,100724
arhgap10,100725
arhgap19,100726
arhgap22,100727
arhgap23,100728
arhgap25,100729
arhgap26,100730
arhgap27,100731
arhgap29,100732
arhgap31,100733
arhgap33,100734
arhgap35,100735
arhgap36,100736
arhgap39,100737
arhgap40,100738
arhgap44,100739
arhgap45,100740
arhgap5,100741
arhgap6,100742
arhgap8,100743
arhgap9,100744
arhgdia,100745
arhgef1,100746
arhgef10,100747
arhgef10l,100748
arhgef15,100749
arhgef17,100750
arhgef19,100751
arhgef2,100752
arhgef25,100753
arhgef28,100754
arhgef3,100755
arhgef37,100756
arhgef38,100757
arhgef39,100758
arhgef4,100759
arhgef40,100760
arhgef7,100761
arhgef9,100762
arid1b,100763
arid3a,100764
arid3b,100765
arid3c,100766
arid5a,100767
arid5b,100768
ark2c,100769
arl10,100770
arl11,100771
arl14ep,100772
arl14epl,100773
arl15,100774
arl4c,100775
arl4d,100776
arl5c,100777
arl6ip5,100778
arl8a,100779
armc1,100780
armc2,100781
armc3,100782
armcx1,100783
armcx3,100784
armcx4,100785
armcx5,100786
arnt,100787
arntl,100788
arpc1b,100789
arpc3,100790
arpc4,100791
arpp21,100792
arrb1,100793
arrdc2,100794
arrdc3,100795
arsb,100796
arsg,100797
arsi,100798
art1,100799
art5,100800
artn,100801
arx,100802
arxes1,100803
arxes2,100804
as3mt,100805
asah1,100806
asah2,100807
asap1,100808
asap2,100809
asap3,100810
asb10,100811
asb15,100812
asb17,100813
asb18,100814
asb6,100815
asb7,100816
asb8,100817
ascc2,100818
ascl1,100819
ascl5,100820
asf1b,100821
asgr2,100822
asic1,100823
asic3,100824
asic4,100825
aspg,100826
asphd1,100827
asphd2,100828
asprv1,100829
ass1,100830
ass1-1,100831
atad2,100832
atat1,100833
atcay,100834
ate1,100835
atf3,100836
atf4,100837
atf6,100838
atg16l2,100839
atg2a,100840
atg2b,100841
atg4d,100842
atg5,100843
atl1,100844
atl3,100845
atoh7,100846
atoh8,100847
atosa,100848
atp10d,100849
atp11c,100850
atp13a2,100851
atp13a3,100852
atp13a5,100853
atp1a1,100854
atp1a3,100855
atp1a4,100856
atp1b2,100857
atp2a2,100858
atp2a3,100859
atp2b1,100860
atp2b2,100861
atp2b3,100862
atp2b4,100863
atp2c2,100864
atp4a,100865
atp5b,100866
atp5c1,100867
atp5d,100868
atp5e,100869
atp5g1,100870
atp5g2,100871
atp5k,100872
atp5l,100873
atp5o,100874
atp5s,100875
atp6ap1,100876
atp6ap2,100877
atp6v0a1,100878
atp6v0a2,100879
atp6v0b,100880
atp6v0e,100881
atp6v0e2,100882
atp6v1a,100883
atp6v1b2,100884
atp6v1d,100885
atp6v1f,100886
atp6v1g2,100887
atp6v1h,100888
atp7a,100889
atp7b,100890
atp8a2,100891
atp8b1,100892
atp8b3,100893
atp8b4,100894
atp9a,100895
atp9b,100896
atpaf1,100897
atpaf2,100898
atpif1,100899
atrnl1,100900
atrx,100901
atxn1,100902
atxn10,100903
atxn7l2,100904
au015791,100905
au022252,100906
aunip,100907
aup1,100908
aurkaip1,100909
aurkb,100910
auts2,100911
aven,100912
avpi1,100913
aw121686,100914
aw551984,100915
awat2,100916
axin2,100917
ay512931,100918
ay702102,100919
aym1,100920
azin1,100921
b020004c17rik,100922
b130055m24rik,100923
b230118h07rik,100924
b230119m05rik,100925
b230206h07rik,100926
b230206l02rik,100927
b230209e15rik,100928
b230217c12rik,100929
b230344g16rik,100930
b330016d10rik,100931
b3galnt1,100932
b3galt5,100933
b3gat1,100934
b3gnt2,100935
b3gnt3,100936
b3gnt5,100937
b3gnt8,100938
b3gnt9,100939
b430209f14rik,100940
b430306n03rik,100941
b4galnt1,100942
b4galnt2,100943
b4galnt3,100944
b4galnt4,100945
b4galt2,100946
b4galt3,100947
b630019k06rik,100948
b930095g15rik,100949
b9d1,100950
baalc,100951
bace1,100952
bace2,100953
bag2,100954
bag3,100955
bahcc1,100956
bahd1,100957
baiap2,100958
baiap2l1,100959
baiap2l2,100960
banf1,100961
barhl1,100962
barx1,100963
barx2,100964
batf,100965
batf3,100966
baz1a,100967
baz2b,100968
bb218582,100969
bbip1,100970
bbs1,100971
bbs9,100972
bc006965,100973
bc016579,100974
bc017158,100975
bc022687,100976
bc024139,100977
bc025446,100978
bc025920,100979
bc027072,100980
bc028528,100981
bc030867,100982
bc034090,100983
bc037039,100984
bc039771,100985
bc040756,100986
bc046251,100987
bc048644,100988
bc048671,100989
bc049987,100990
bc050972,100991
bc052040,100992
bcam,100993
bcan,100994
bcap31,100995
bcar1,100996
bcar3,100997
bcas1,100998
bcas1os1,100999
bcas3,101000
bcas3os1,101001
bcas3os2,101002
bcat1,101003
bckdha,101004
bckdk,101005
bcl10,101006
bcl11a,101007
bcl11b,101008
bcl2,101009
bcl2a1d,101010
bcl2l11,101011
bcl2l12,101012
bcl2l2,101013
bcl3,101014
bcl6,101015
bcl6b,101016
bcl7a,101017
bcl9,101018
bcl9l,101019
bclaf3,101020
bco1,101021
bcor,101022
bcorl1,101023
bcr,101024
bdkrb2,101025
becn1,101026
begain,101027
bend3,101028
bend6,101029
bend7,101030
bex1,101031
bex3,101032
bex4,101033
bhlha15,101034
bhlha9,101035
bhlhb9,101036
bhlhe23,101037
bhlhe41,101038
bicc1,101039
bicd2,101040
bicdl1,101041
bicdl2,101042
bicral,101043
bik,101044
bin2,101045
bin3,101046
birc7,101047
blcap,101048
blk,101049
blm,101050
blmh,101051
blnk,101052
bloc1s3,101053
bloc1s6,101054
bltp1,101055
blvra,101056
blvrb,101057
bmal2,101058
bmf,101059
bmi1,101060
bmp1,101061
bmp2,101062
bmp2k,101063
bmp8b,101064
bmper,101065
bmpr1a,101066
bms1,101067
bnc2,101068
bnip1,101069
bnip2,101070
bnip3l-ps,101071
bod1,101072
bok,101073
bola3,101074
bop1,101075
bora,101076
borcs6,101077
borcs7,101078
bphl,101079
bpi,101080
bpifb1,101081
bpifb4,101082
bpifb5,101083
brat1,101084
brd1,101085
brf1,101086
brf2,101087
bri3,101088
brk1,101089
brpf3,101090
brs3,101091
brsk1,101092
brwd1,101093
brwd3,101094
bscl2,101095
bsn,101096
bsnd,101097
bspry,101098
bst2,101099
btaf1,101100
btbd1,101101
btbd10,101102
btbd17,101103
btbd6,101104
btbd9,101105
btc,101106
btg1,101107
btg2,101108
btg3,101109
btn1a1,101110
btnl9,101111
btrc,101112
bub1,101113
bub1b,101114
bub3,101115
bud13,101116
bud23,101117
bves,101118
bzw1,101119
c030013c21rik,101120
c030016d13rik,101121
c130026l21rik,101122
c130050o18rik,101123
c130074g19rik,101124
c130093g08rik,101125
c1d,101126
c1galt1,101127
c1qb,101128
c1ql4,101129
c1qtnf1,101130
c1qtnf12,101131
c1qtnf5,101132
c1qtnf6,101133
c230014o12rik,101134
c230024c17rik,101135
c230034o21rik,101136
c230057a21rik,101137
c2cd2l,101138
c2cd4a,101139
c2cd4c,101140
c2cd4d,101141
c2cd5,101142
c330002g04rik,101143
c330024c12rik,101144
c4b,101145
c530008m17rik,101146
c5ar1,101147
c5ar2,101148
c630028m04rik,101149
c77080,101150
c78197,101151
cabcoco1,101152
cables2,101153
cabp2,101154
cabp4,101155
cacfd1,101156
cacna1c,101157
cacna1g,101158
cacna1h,101159
cacna1i,101160
cacna2d1,101161
cacna2d2,101162
cacna2d3,101163
cacna2d4,101164
cacnb1,101165
cacnb3,101166
cacng1,101167
cacng4,101168
cacng5,101169
cacng7,101170
cactin,101171
cacul1,101172
cad,101173
cadm1,101174
cadm4,101175
calb2,101176
calca,101177
calcoco1,101178
cald1,101179
calhm1,101180
calhm2,101181
calm2,101182
calm3,101183
calm4,101184
calm5,101185
calml3,101186
calml4,101187
calr,101188
calr4,101189
calu,101190
caly,101191
camk1,101192
camk1d,101193
camk1g,101194
camk2a,101195
camk2b,101196
camk2d,101197
camk2n1,101198
camkk1,101199
camkmt,101200
camkv,101201
camp,101202
camsap1,101203
camsap2,101204
camsap3,101205
camta1,101206
cand2,101207
cap1,101208
cap2,101209
capg,101210
capn1,101211
capn2,101212
capn5,101213
capn6,101214
capn8,101215
capza1,101216
capza3,101217
capzb,101218
car10,101219
car11,101220
car12,101221
car14,101222
car15,101223
car4,101224
car5a,101225
car9,101226
card10,101227
card11,101228
card19,101229
card6,101230
carlr,101231
carmil3,101232
carnmt1,101233
cartpt,101234
casc1,101235
cask,101236
caskin1,101237
caskin2,101238
casp7,101239
casp8,101240
casq1,101241
casq2,101242
castor1,101243
casz1,101244
cat,101245
catsper4,101246
catsperd,101247
catsperg1,101248
catsperz,101249
cavin1,101250
cavin3,101251
cavin4,101252
cbarp,101253
cbfa2t2,101254
cbfa2t3,101255
cbfb,101256
cbl,101257
cblc,101258
cbln4,101259
cbr2,101260
cbr4,101261
cbx1,101262
cbx2,101263
cbx4,101264
cbx6,101265
cbx7,101266
cbx8,101267
cby1,101268
cc2d1a,101269
cc2d2a,101270
ccar1,101271
ccar2,101272
ccbe1,101273
ccdc102a,101274
ccdc105,101275
ccdc106,101276
ccdc107,101277
ccdc112,101278
ccdc113,101279
ccdc116,101280
ccdc12,101281
ccdc121rt2,101282
ccdc125,101283
ccdc126,101284
ccdc13,101285
ccdc134,101286
ccdc136,101287
ccdc138,101288
ccdc141,101289
ccdc146,101290
ccdc149,101291
ccdc158,101292
ccdc162,101293
ccdc167,101294
ccdc171,101295
ccdc177,101296
ccdc184,101297
ccdc185,101298
ccdc186,101299
ccdc191,101300
ccdc194,101301
ccdc22,101302
ccdc24,101303
ccdc28a,101304
ccdc30,101305
ccdc32,101306
ccdc33,101307
ccdc39,101308
ccdc40,101309
ccdc42,101310
ccdc51,101311
ccdc6,101312
ccdc60,101313
ccdc63,101314
ccdc65,101315
ccdc69,101316
ccdc74a,101317
ccdc77,101318
ccdc8,101319
ccdc84,101320
ccdc85c,101321
ccdc88c,101322
ccdc9,101323
ccdc92b,101324
ccdc96,101325
ccdc97,101326
ccdc9b,101327
ccer2,101328
cchcr1,101329
cck,101330
cckbr,101331
ccl1,101332
ccl22,101333
ccl25,101334
ccl27a,101335
ccm2l,101336
ccnb2,101337
ccnd1,101338
ccnd2,101339
ccnd3,101340
ccne1,101341
ccne2,101342
ccnf,101343
ccni,101344
ccnk,101345
ccnl2,101346
ccno,101347
ccr1,101348
ccr2,101349
ccr3,101350
ccr4,101351
ccr5,101352
ccrl2,101353
ccs,101354
ccsap,101355
cd151,101356
cd164,101357
cd164l2,101358
cd177,101359
cd1d1,101360
cd2,101361
cd247,101362
cd248,101363
cd27,101364
cd274,101365
cd276,101366
cd2ap,101367
cd300a,101368
cd300lb,101369
cd300ld,101370
cd34,101371
cd37,101372
cd38,101373
cd3g,101374
cd44,101375
cd52,101376
cd59a,101377
cd59b,101378
cd63,101379
cd7,101380
cd72,101381
cd80,101382
cd83,101383
cdadc1,101384
cdc14a,101385
cdc14b,101386
cdc16,101387
cdc23,101388
cdc25a,101389
cdc25b,101390
cdc26,101391
cdc37,101392
cdc37l1,101393
cdc42,101394
cdc42bpb,101395
cdc42ep1,101396
cdc42ep2,101397
cdc42ep3,101398
cdc42ep4,101399
cdc5l,101400
cdc7,101401
cdca3,101402
cdca4,101403
cdca5,101404
cdca7l,101405
cdcp1,101406
cdh13,101407
cdh15,101408
cdh2,101409
cdh22,101410
cdh23,101411
cdh3,101412
cdh4,101413
cdhr2,101414
cdhr3,101415
cdhr5,101416
cdip1,101417
cdiptos,101418
cdk17,101419
cdk18,101420
cdk2ap1,101421
cdk2ap2,101422
cdk5,101423
cdk5r1,101424
cdk5rap1,101425
cdk5rap3,101426
cdk6,101427
cdk9,101428
cdkal1,101429
cdkl1,101430
cdkl3,101431
cdkl4,101432
cdkl5,101433
cdkn1a,101434
cdkn1c,101435
cdkn2c,101436
cdkn2d,101437
cdkn3,101438
cdo1,101439
cdpf1,101440
cdsn,101441
cdt1,101442
cdx4,101443
ceacam1,101444
ceacam15,101445
ceacam16,101446
ceacam2,101447
ceacam9,101448
cebpe,101449
cecr2,101450
cel,101451
cela1,101452
cela2a,101453
celf2,101454
celf3,101455
celf4,101456
celf5,101457
celsr1,101458
celsr2,101459
celsr3,101460
cemip2,101461
cend1,101462
cenpb,101463
cenpf,101464
cenpm,101465
cenpo,101466
cenpx,101467
cep112,101468
cep128,101469
cep131,101470
cep152,101471
cep164,101472
cep170,101473
cep192,101474
cep250,101475
cep295nl,101476
cep41,101477
cep44,101478
cep55,101479
cep57l1,101480
cep63,101481
cep68,101482
cep70,101483
cep85,101484
cep95,101485
cer1,101486
cercam,101487
cerk,101488
cerkl,101489
cers2,101490
cers4,101491
cers5,101492
ces1c,101493
ces1e,101494
ces1g,101495
ces2a,101496
ces2g,101497
ces3a,101498
ces3b,101499
cfap100,101500
cfap126,101501
cfap161,101502
cfap43,101503
cfap45,101504
cfap52,101505
cfap54,101506
cfap57,101507
cfap58,101508
cfap61,101509
cfap65,101510
cfap70,101511
cfap73,101512
cfap74,101513
cfap77,101514
cfap91,101515
cfap92,101516
cfap97d2,101517
cfb,101518
cfi,101519
cflar,101520
cftr,101521
cgnl1,101522
cgref1,101523
chac2,101524
chadl,101525
champ1,101526
chaserr,101527
chat,101528
chchd10,101529
chchd3,101530
chchd5,101531
chchd6,101532
chd1l,101533
chd3,101534
chd5,101535
chd7,101536
chd9,101537
chga,101538
chl1,101539
chmp1a,101540
chmp7,101541
chn1,101542
chn2,101543
chrd,101544
chrm1,101545
chrna4,101546
chrna5,101547
chrna9,101548
chrnb1,101549
chrnd,101550
chst1,101551
chst10,101552
chst11,101553
chst12,101554
chst14,101555
chst3,101556
chst7,101557
chst8,101558
chst9,101559
chsy1,101560
chtf18,101561
ciao1,101562
ciapin1,101563
cib1,101564
cib2,101565
cib4,101566
cibar2,101567
cideb,101568
ciita,101569
cilp2,101570
cimap1c,101571
cimip2b,101572
cimip2c,101573
cimip3,101574
cinp,101575
cipc,101576
cish,101577
cistr,101578
cit,101579
cited1,101580
cited4,101581
ckap2l,101582
ckap4,101583
ckb,101584
ckm,101585
clasp1,101586
clasp2,101587
clca1,101588
clca2,101589
clca3b,101590
clcc1,101591
clcf1,101592
clcn2,101593
clcn5,101594
clcn6,101595
clcnkb,101596
cldn10,101597
cldn11,101598
cldn12,101599
cldn13,101600
cldn22,101601
cldn3,101602
cldn34c3,101603
cldn4,101604
cldn7,101605
clec16a,101606
clec2l,101607
clec3a,101608
clec3b,101609
clec4f,101610
clec4g,101611
clic1,101612
clic4,101613
clic5,101614
clic6,101615
clint1,101616
